TimeStamp,TimeStamp_ms,msgCnt,lat,long,elev,DroppedPacketCount
2019/10/21-14:30:29.514,1.57167E+12,67,42.2448711,-83.5566042,190,1
2019/10/21-14:30:29.724,1.57167E+12,69,42.2448711,-83.5566042,190,1
2019/10/21-14:30:29.927,1.57167E+12,71,42.2448711,-83.5566042,190,2
2019/10/21-14:30:30.229,1.57167E+12,74,42.2448711,-83.5566042,190,0
2019/10/21-14:30:30.311,1.57167E+12,75,42.2448711,-83.5566042,190,1
2019/10/21-14:30:30.519,1.57167E+12,77,42.2448711,-83.5566042,190,0
2019/10/21-14:30:30.613,1.57167E+12,78,42.2448711,-83.5566042,190,2
2019/10/21-14:30:30.920,1.57167E+12,81,42.2448711,-83.5566042,190,0
2019/10/21-14:30:31.018,1.57167E+12,82,42.2448711,-83.5566042,190,0
2019/10/21-14:30:31.120,1.57167E+12,83,42.2448711,-83.5566042,190,0
2019/10/21-14:30:31.207,1.57167E+12,84,42.2448711,-83.5566042,190,1
2019/10/21-14:30:31.425,1.57167E+12,86,42.2448711,-83.5566042,190,1
2019/10/21-14:30:31.614,1.57167E+12,88,42.2448711,-83.5566042,190,2
2019/10/21-14:30:31.935,1.57167E+12,91,42.2448711,-83.5566042,190,0
2019/10/21-14:30:32.000,1.57167E+12,92,42.2448711,-83.5566042,190,0
2019/10/21-14:30:32.112,1.57167E+12,93,42.2448711,-83.5566042,190,3
2019/10/21-14:30:32.526,1.57167E+12,97,42.2448711,-83.5566042,190,0
2019/10/21-14:30:32.603,1.57167E+12,98,42.2448711,-83.5566042,190,1
2019/10/21-14:30:32.819,1.57167E+12,100,42.2448711,-83.5566042,190,0
2019/10/21-14:30:32.917,1.57167E+12,101,42.2448711,-83.5566042,190,0
2019/10/21-14:30:33.016,1.57167E+12,102,42.2448711,-83.5566042,190,1
2019/10/21-14:30:33.234,1.57167E+12,104,42.2448711,-83.5566042,190,0
2019/10/21-14:30:33.315,1.57167E+12,105,42.2448711,-83.5566042,190,1
2019/10/21-14:30:33.525,1.57167E+12,107,42.2448711,-83.5566042,190,1
2019/10/21-14:30:33.725,1.57167E+12,109,42.2448711,-83.5566042,190,0
2019/10/21-14:30:33.817,1.57167E+12,110,42.2448711,-83.5566042,190,0
2019/10/21-14:30:33.919,1.57167E+12,111,42.2448711,-83.5566042,190,0
2019/10/21-14:30:34.022,1.57167E+12,112,42.2448711,-83.5566042,190,0
2019/10/21-14:30:34.115,1.57167E+12,113,42.2448711,-83.5566042,190,0
2019/10/21-14:30:34.231,1.57167E+12,114,42.2448711,-83.5566042,190,0
2019/10/21-14:30:34.312,1.57167E+12,115,42.2448711,-83.5566042,190,1
2019/10/21-14:30:34.534,1.57167E+12,117,42.2448711,-83.5566042,190,0
2019/10/21-14:30:34.610,1.57167E+12,118,42.2448711,-83.5566042,190,1
2019/10/21-14:30:34.855,1.57167E+12,120,42.2448711,-83.5566042,190,0
2019/10/21-14:30:34.916,1.57167E+12,121,42.2448711,-83.5566042,190,0
2019/10/21-14:30:35.025,1.57167E+12,122,42.2448711,-83.5566042,190,0
2019/10/21-14:30:35.117,1.57167E+12,123,42.2448711,-83.5566042,190,1
